id,parent,iso3166-1:alpha2,name,urls,iso3166-2,short_code
gelderland,netherlands,,Gelderland,"{'pbf': 'https://download.geofabrik.de/europe/netherlands/gelderland-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/netherlands/gelderland-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/netherlands/gelderland-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/netherlands/gelderland-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/netherlands/gelderland-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/netherlands/gelderland/', 'updates': 'https://download.geofabrik.de/europe/netherlands/gelderland-updates'}",,
georgia,europe,['GE'],Georgia,"{'pbf': 'https://download.geofabrik.de/europe/georgia-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/georgia-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/georgia-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/georgia-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/georgia-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/georgia/', 'updates': 'https://download.geofabrik.de/europe/georgia-updates'}",,GE
germany,europe,['DE'],Germany,"{'pbf': 'https://download.geofabrik.de/europe/germany-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/germany-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/germany-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/germany-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/germany/', 'updates': 'https://download.geofabrik.de/europe/germany-updates'}",,DE
ghana,africa,['GH'],Ghana,"{'pbf': 'https://download.geofabrik.de/africa/ghana-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/ghana-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/ghana-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/ghana-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/ghana-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/ghana/', 'updates': 'https://download.geofabrik.de/africa/ghana-updates'}",,GH
gloucestershire,england,,Gloucestershire,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/gloucestershire-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/gloucestershire-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/gloucestershire-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/gloucestershire-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/gloucestershire-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/gloucestershire/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/gloucestershire-updates'}",,
great-britain,europe,['GB'],Great Britain,"{'pbf': 'https://download.geofabrik.de/europe/great-britain-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/', 'updates': 'https://download.geofabrik.de/europe/great-britain-updates'}",,GB
greater-london,england,,Greater London,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/greater-london-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/greater-london-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/greater-london-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/greater-london-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/greater-london-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/greater-london/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/greater-london-updates'}",,
greater-manchester,england,,Greater Manchester,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/greater-manchester-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/greater-manchester-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/greater-manchester-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/greater-manchester-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/greater-manchester-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/greater-manchester/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/greater-manchester-updates'}",,
greece,europe,['GR'],Greece,"{'pbf': 'https://download.geofabrik.de/europe/greece-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/greece-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/greece-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/greece-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/greece-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/greece/', 'updates': 'https://download.geofabrik.de/europe/greece-updates'}",,GR
greenland,north-america,['GL'],Greenland,"{'pbf': 'https://download.geofabrik.de/north-america/greenland-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/greenland-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/greenland-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/greenland-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/greenland-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/greenland/', 'updates': 'https://download.geofabrik.de/north-america/greenland-updates'}",,GL
groningen,netherlands,,Groningen,"{'pbf': 'https://download.geofabrik.de/europe/netherlands/groningen-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/netherlands/groningen-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/netherlands/groningen-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/netherlands/groningen-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/netherlands/groningen-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/netherlands/groningen/', 'updates': 'https://download.geofabrik.de/europe/netherlands/groningen-updates'}",,
guadeloupe,france,,Guadeloupe,"{'pbf': 'https://download.geofabrik.de/europe/france/guadeloupe-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/france/guadeloupe-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/france/guadeloupe-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/france/guadeloupe-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/france/guadeloupe/', 'updates': 'https://download.geofabrik.de/europe/france/guadeloupe-updates'}",,
guatemala,central-america,['GT'],Guatemala,"{'pbf': 'https://download.geofabrik.de/central-america/guatemala-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/central-america/guatemala-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/central-america/guatemala-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/central-america/guatemala-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/central-america/guatemala-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/central-america/guatemala/', 'updates': 'https://download.geofabrik.de/central-america/guatemala-updates'}",,GT
guernsey-jersey,europe,,guernsey-jersey,"{'pbf': 'https://download.geofabrik.de/europe/guernsey-jersey-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/guernsey-jersey-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/guernsey-jersey-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/guernsey-jersey-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/guernsey-jersey-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/guernsey-jersey/', 'updates': 'https://download.geofabrik.de/europe/guernsey-jersey-updates'}",,
guinea,africa,['GN'],Guinea,"{'pbf': 'https://download.geofabrik.de/africa/guinea-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/guinea-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/guinea-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/guinea-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/guinea-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/guinea/', 'updates': 'https://download.geofabrik.de/africa/guinea-updates'}",,GN
guinea-bissau,africa,['GW'],Guinea-Bissau,"{'pbf': 'https://download.geofabrik.de/africa/guinea-bissau-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/guinea-bissau-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/guinea-bissau-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/guinea-bissau-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/guinea-bissau-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/guinea-bissau/', 'updates': 'https://download.geofabrik.de/africa/guinea-bissau-updates'}",,GW
guyana,south-america,['GY'],guyana,"{'pbf': 'https://download.geofabrik.de/south-america/guyana-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/south-america/guyana-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/south-america/guyana-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/south-america/guyana-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/south-america/guyana-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/south-america/guyana/', 'updates': 'https://download.geofabrik.de/south-america/guyana-updates'}",,GY
guyane,france,['GF'],Guyane,"{'pbf': 'https://download.geofabrik.de/europe/france/guyane-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/france/guyane-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/france/guyane-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/france/guyane-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/france/guyane/', 'updates': 'https://download.geofabrik.de/europe/france/guyane-updates'}",['FR-GF'],GF
haiti-and-domrep,central-america,,Haiti and Dominican Republic,"{'pbf': 'https://download.geofabrik.de/central-america/haiti-and-domrep-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/central-america/haiti-and-domrep-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/central-america/haiti-and-domrep-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/central-america/haiti-and-domrep-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/central-america/haiti-and-domrep-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/central-america/haiti-and-domrep/', 'updates': 'https://download.geofabrik.de/central-america/haiti-and-domrep-updates'}",,
hamburg,germany,,Hamburg,"{'pbf': 'https://download.geofabrik.de/europe/germany/hamburg-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/germany/hamburg-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/germany/hamburg-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/germany/hamburg-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/germany/hamburg-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/germany/hamburg/', 'updates': 'https://download.geofabrik.de/europe/germany/hamburg-updates'}",,
hampshire,england,,Hampshire,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/hampshire-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/hampshire-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/hampshire-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/hampshire-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/hampshire-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/hampshire/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/hampshire-updates'}",,
haute-normandie,france,,Haute-Normandie,"{'pbf': 'https://download.geofabrik.de/europe/france/haute-normandie-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/france/haute-normandie-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/france/haute-normandie-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/france/haute-normandie-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/france/haute-normandie-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/france/haute-normandie/', 'updates': 'https://download.geofabrik.de/europe/france/haute-normandie-updates'}",,
herefordshire,england,,Herefordshire,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/herefordshire-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/herefordshire-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/herefordshire-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/herefordshire-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/herefordshire-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/herefordshire/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/herefordshire-updates'}",,
hertfordshire,england,,Hertfordshire,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/hertfordshire-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/hertfordshire-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/hertfordshire-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/hertfordshire-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/hertfordshire-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/hertfordshire/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/hertfordshire-updates'}",,
hessen,germany,,Hessen,"{'pbf': 'https://download.geofabrik.de/europe/germany/hessen-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/germany/hessen-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/germany/hessen-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/germany/hessen-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/germany/hessen-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/germany/hessen/', 'updates': 'https://download.geofabrik.de/europe/germany/hessen-updates'}",,
hokkaido,japan,,Hokkaidō,"{'pbf': 'https://download.geofabrik.de/asia/japan/hokkaido-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/asia/japan/hokkaido-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/asia/japan/hokkaido-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/asia/japan/hokkaido-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/asia/japan/hokkaido-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/asia/japan/hokkaido/', 'updates': 'https://download.geofabrik.de/asia/japan/hokkaido-updates'}",,
